"quote_price","number_of_days_travelled","quote_delay","extra_cancellation_amount","carer_load_ratio","log_ppp","average_ppp","human_rights_index","rule_of_law_index","water_death_rate","avg_crime_rate","num_people","solo","couple","family","group","others","platform_app","platform_qw","platform_web","discount_0%","discount_5%","discount_10%","discount_15%","discount_20%","Specified Items","Adventure Activities","Snow Sports","Extra Cancellation","Rental Vehicle Insurance Excess","Cruise Cover","Gadget Cover","Existing Medical Condition(s)","Motorcycle Cover","Asia","Europe","Oceania","Middle East","North America","Africa","South America","Central America","Caribbean","Worldwide","convert"
-0.172849215899051,-0.138157877863664,-0.718089670378373,-0.359285349317488,-0.361275372265382,-0.847971981662568,-0.495318864550145,-0.299774677870079,0.286663857410959,-0.509499951207739,-0.546645541353404,0.132825155575053,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.409853270335973,-0.34056464390924,-0.759699568137336,-0.359285349317488,-0.361275372265382,0.326553637884508,-0.469893789943997,-0.0315033865285604,0.361278745623127,-0.600276182467111,-2.0027705932429,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.333502970920052,-0.381045997118355,-0.731959636298027,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.129902172477595,0.651228509714081,-0.579390011181827,-0.359285349317488,-0.361275372265382,-0.12496273396323,-0.489904908804058,0.671367396786218,0.428432145014079,-0.62206247796936,-0.60270611421075,-0.783942778679283,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
-0.492566094703221,-0.502490056745701,-0.246510829110119,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.282602771309438,-0.441768026932028,-0.731959636298027,-0.359285349317488,1.39691602919022,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,2.88312895833806,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.201480578180021,0.0642488881819113,-0.745829602217682,-0.359285349317488,-0.361275372265382,-0.43157833886491,-0.493681609358364,0.505039196154476,0.361278745623127,0.806755402053158,1.69577737294042,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"1"
-0.234883834174487,-0.25960193749101,-0.329730624628046,-0.359285349317488,-0.361275372265382,-0.410869454582176,-0.493527820891128,-2.0167109424558,-1.01909668630198,-0.63658667497086,-1.8916160091292,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.346228020822705,-0.360805320513798,-0.676479772619409,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.339865495871379,-0.300083290700125,-0.731959636298027,-0.359285349317488,2.27601172991802,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,1.96636102408372,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.0885457602939708,0.104730241391026,-0.759699568137336,-0.359285349317488,0.957368178826317,-0.668609810079906,-0.494867708754417,0.692829100093539,0.510508522047463,-0.527655197459613,-1.16524496598618,1.04959308982939,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
-0.250790146552804,0.0440082115773538,-0.690349738539064,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.451209682519597,-0.401286673722913,-0.731959636298027,-0.359285349317488,-0.361275372265382,-0.279477867801464,-0.492268886223429,-2.41911787946807,-1.65332323610541,-0.0193083024071291,-1.09758565391697,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.403490745384646,-0.360805320513798,-0.37134052238701,-0.359285349317488,-0.361275372265382,-0.155618215071487,-0.490472841053563,-1.66795826371182,-1.31755623915065,0.597970070156602,-0.469320613274307,-0.783942778679283,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.253971409028467,-0.239361260886452,-0.135551101752883,-0.359285349317488,0.957368178826317,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,3.7998968925924,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1"
-0.349409283298369,-0.219120584281895,-0.634869874860445,-0.359285349317488,-0.361275372265382,0.0326324327180282,-0.48589730512599,-1.18506993929709,-1.35486368325674,0.0896231751041175,0.00429457121016333,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.368496858152349,-0.239361260886452,-0.246510829110119,-0.359285349317488,-0.361275372265382,-0.31583018217123,-0.492672586183603,0.961100391435058,0.958197851320471,-0.63658667497086,-1.59053207042122,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"1"
-0.31282476482824,-0.34056464390924,-0.731959636298027,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,1.96636102408372,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.393946957957656,-0.441768026932028,-0.745829602217682,-0.359285349317488,-0.361275372265382,-0.914077451742403,-0.49542904850553,-0.0583305156627123,0.174741525092708,1.01554073394971,1.4058088926438,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.246018252839309,-0.117917201259107,-0.163291033592192,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.460753469946588,-0.583452763163931,-0.121681135833229,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.378040645579339,-0.360805320513798,-0.662609806699754,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.129902172477595,-0.320323967304683,-0.0662012721546107,-0.359285349317488,-0.361275372265382,1.84142083332389,3.0949638061195,-1.98988381332165,-1.46678601557499,-0.509499951207739,-0.0536991248491591,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.420987689000795,-0.401286673722913,-0.634869874860445,0.332515579375191,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
0.0498391573973868,0.286896330832045,-0.662609806699754,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,1.96636102408372,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.444847157568271,-0.441768026932028,-0.759699568137336,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1"
-0.419397057762963,-0.381045997118355,-0.551650079342518,-0.359285349317488,-0.361275372265382,-0.945193474306094,-0.495473259776024,-0.380256065272535,0.808968074896135,-0.654741921222734,-1.86116931869806,-0.783942778679283,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.459162838708756,-0.401286673722913,-0.607129943021136,-0.359285349317488,-0.361275372265382,-0.996985232405018,-0.495537612752965,0.531866325288628,0.808968074896135,-0.654741921222734,0.448912907664973,-0.783942778679283,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
-0.470297257373578,-0.482249380141143,-0.745829602217682,-0.359285349317488,-0.361275372265382,-0.217173068127228,-0.491455618918676,0.961100391435058,0.920890407214387,-0.63658667497086,0.545569067763844,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
-0.282602771309438,-0.441768026932028,-0.0800712380742652,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.449619051281766,-0.441768026932028,-0.718089670378373,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
0.0196171638785846,-0.239361260886452,2.08364344539184,-0.359285349317488,2.27601172991802,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,1.96636102408372,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1"
-0.475069151087073,-0.441768026932028,-0.718089670378373,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.465525363660083,-0.34056464390924,-0.745829602217682,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.4814316760384,-0.482249380141143,-0.731959636298027,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.333502970920052,-0.0369544948408765,0.0170185233633163,-0.359285349317488,-0.361275372265382,-0.451161227398482,-0.493817807610537,0.907446133166754,0.905967429571953,-0.651110871972359,-0.407460670811029,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
-0.0996801789587926,-0.381045997118355,-0.6487398407801,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1"
-0.250790146552804,-0.279842614095567,-0.704219704458718,-0.359285349317488,2.27601172991802,-0.774223909481198,-0.495164469324267,-0.219293290467623,-0.235640360074216,-0.364257981192743,0.767878235991249,1.96636102408372,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.298509083687755,0.00352685836823861,1.63980453596289,0.101915269810965,-0.361275372265382,-0.125962979636172,-0.489924347398134,-1.98988381332165,-2.10101256537842,-0.609353805593048,-0.179352132977693,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"1"
-0.370087489390181,-0.42152735032747,-0.759699568137336,-0.359285349317488,2.27601172991802,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,1.96636102408372,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.236474465412318,-0.198879907677337,-0.745829602217682,-0.359285349317488,2.27601172991802,-0.949898123477537,-0.495479563394401,0.800137616630147,0.678392020524841,-0.645664298096797,-0.623970469432502,1.96636102408372,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"1"
-0.436894001379112,-0.42152735032747,-0.676479772619409,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.373268751865844,-0.34056464390924,-0.759699568137336,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,0.132825155575053,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.465525363660083,-0.482249380141143,-0.690349738539064,-0.359285349317488,-0.361275372265382,-0.914077451742403,-0.49542904850553,-0.0583305156627123,0.174741525092708,1.01554073394971,1.4058088926438,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.473478519849241,-0.441768026932028,-0.745829602217682,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.0392361919211882,0.0237675349727962,-0.607129943021136,-0.359285349317488,0.957368178826317,0.0326324327180282,-0.48589730512599,-1.18506993929709,-1.35486368325674,0.0896231751041175,0.00429457121016333,1.04959308982939,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.411443901573805,-0.320323967304683,-0.759699568137336,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
-0.296918452449923,0.00352685836823861,0.225068012158134,-0.359285349317488,-0.361275372265382,0.509048575961978,-0.448820513434671,0.451384937886173,0.305317579464001,-0.418723719948367,-1.00576230182304,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.451209682519597,-0.542971409954816,-0.718089670378373,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.05037061058601,-0.158398554468222,-0.177160999511847,-0.359285349317488,2.27601172991802,-0.839098431062362,-0.495302187286091,0.639174841825236,0.846275519002219,-0.63658667497086,0.236269355447456,1.96636102408372,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1"
-0.338274864633547,-0.138157877863664,-0.607129943021136,-0.359285349317488,2.27601172991802,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.459162838708756,-0.34056464390924,0.0863683529615888,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.0217392483050395,-0.441768026932028,-0.149421067672538,-0.359285349317488,0.957368178826317,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,1.04959308982939,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
-0.279421508833774,-0.25960193749101,-0.676479772619409,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1"
0.321837099066607,-0.198879907677337,0.114108284800898,0.793716198503644,-0.361275372265382,-0.858006736391236,-0.495337153166117,0.692829100093539,0.827621796949177,-0.645664298096797,0.434414483650142,1.04959308982939,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1"
-0.462344101184419,-0.502490056745701,-0.718089670378373,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
